"","fips","state_abb","decade","mean_ppt","mean_tavg","sd_ppt","sd_tavg","ppt_instability_cv","tavg_instability_cv"
"31","12","FL","2000_2009",108.257908602227,21.9768111442463,17.4749701077256,0.183114029180683,0.161419801410852,0.00833214737018949
"32","12","FL","2010_2019",120.868179464689,22.461122287856,10.4366242942772,0.681005954793806,0.0863471621770077,0.0303193200262306
"33","13","GA","1980_1989",98.5671372342079,18.5929204816869,10.4438807499446,0.793849598304445,0.105957026276705,0.042696336978709
"34","13","GA","1990_1999",105.469414357686,18.4063145990945,16.8729369669609,0.636603958161705,0.15997943166479,0.0345861717583064
"35","13","GA","2000_2009",103.724824478045,18.6447321912303,18.1664033505061,0.434615110074672,0.175140362414894,0.0233103434051521
"36","13","GA","2010_2019",108.743435936799,19.2521786618574,18.5371839056778,0.527346153646428,0.170467152761768,0.0273915052892798
"37","16","ID","1980_1989",28.9559346076761,14.6944480660135,6.8197765035673,0.651834573798629,0.235522582709501,0.044359241726557
"38","16","ID","1990_1999",30.0511816962645,15.0491217367951,6.02731082016312,0.890297934414296,0.20056818001644,0.05915946126195
"39","16","ID","2000_2009",24.5033684108733,15.0936647142529,6.45063749527939,0.816987231125048,0.263255132401182,0.0541278242621603
"40","16","ID","2010_2019",27.8706289493258,15.4197526991567,4.08209358595012,1.05992876070886,0.146465786379352,0.0687383761197955
"41","17","IL","1980_1989",91.2743569392901,17.0318285639375,17.1910332519822,1.07753353860421,0.188344610999742,0.0632658750972715
"42","17","IL","1990_1999",95.1703417394417,16.9797714355419,16.551059173976,0.991377958760986,0.173909842829919,0.0583858247164531
"43","17","IL","2000_2009",97.2677760465815,17.1953854226399,16.7799921631859,0.925140719004927,0.172513373341136,0.0538016855258658
"44","17","IL","2010_2019",107.015718574281,17.6068484681866,15.2167585035727,1.08507887557739,0.142191807953993,0.061628228216878
"45","18","IN","1980_1989",94.119542827681,16.6024336958408,12.5104900727994,1.12515387253451,0.132921279650755,0.0677704180692728
"46","18","IN","1990_1999",96.0976673333119,16.5527793405408,16.2137724689998,1.06251652950753,0.16872181103796,0.0641896147860338
"47","18","IN","2000_2009",102.006980500563,16.8072891364314,11.2347156077645,0.926097141158787,0.110136733316036,0.0551009227985127
"48","18","IN","2010_2019",107.216016606523,17.0794863781743,14.9535053526979,1.19958877943693,0.139470816264109,0.070235647189594
"49","19","IA","1980_1989",92.0322275141106,17.042377717232,19.9364917772552,0.526652737417126,0.216625114003663,0.0309025387275986
"50","19","IA","1990_1999",100.385061100266,16.4405185223254,18.0441457278876,0.821855669377855,0.179749312598065,0.0499896440773335
"51","19","IA","2000_2009",94.8758064745728,16.6117992770795,16.2261639596434,1.02740410934038,0.17102530732102,0.0618478523730994
"52","19","IA","2010_2019",106.921299542377,17.1746541289821,26.4950710757867,0.864456775695342,0.247799747937834,0.050333285852702
"53","20","KS","1980_1989",75.0528296095083,18.6675977352211,10.8741363541573,0.659062060733558,0.144886427476941,0.0353051351374511
"54","20","KS","1990_1999",81.179186300279,18.4270181507777,14.8526197386305,0.97214114531477,0.182960933898637,0.0527562917320806
"55","20","KS","2000_2009",82.6855373749638,18.8993623902748,13.3454553370283,1.22756167504761,0.161400116159481,0.0649525444138415
"56","20","KS","2010_2019",84.3928508761623,19.0838790259502,17.7821778870088,1.30976251268643,0.21070715946191,0.0686318809140122
"57","21","KY","1980_1989",102.314313479006,17.318277294501,15.0408319354728,0.71629163260079,0.147006136522228,0.0413604436757824
"58","21","KY","1990_1999",97.979537698788,16.9072136243122,15.7983669699811,1.47509975189177,0.161241493285557,0.0872467684308792
"59","21","KY","2000_2009",110.276643538546,17.1440294548797,15.8089557222381,0.573557721230868,0.143357244244673,0.0334552459058926
"60","21","KY","2010_2019",123.472184390418,17.5959791507074,18.7062130220652,1.31381843488924,0.151501434225187,0.074665832667597
"61","22","LA","1980_1989",123.527063001659,19.0947969479512,16.4529763213148,0.772237251256199,0.133193293206476,0.0404422866271461
"62","22","LA","1990_1999",126.84793346491,19.1295110331575,16.5902699839186,0.56493345010936,0.130788650084773,0.029532038175474
"63","22","LA","2000_2009",125.830136217749,19.2147881564652,19.9104042134917,0.25200500051046,0.158232398151717,0.0131151589316725
"64","22","LA","2010_2019",131.640599827219,19.6783212275841,20.7391977187139,0.571254623281958,0.157544084013097,0.0290296421465669
"65","23","ME","1980_1989",92.9717120590449,13.7177793797881,12.2363217663823,0.788246576057834,0.131613385355442,0.0574616746803235
"66","23","ME","1990_1999",94.5423429605496,14.3941732151232,14.1441696130023,0.711534723249186,0.149606717689494,0.0494321356715099
"67","23","ME","2000_2009",102.261100206613,14.2794329362051,23.2813791353912,0.900815595509401,0.227666034184577,0.0630848297361589
"68","23","ME","2010_2019",103.927111829198,15.0304784003086,15.8972553703743,0.482155584747424,0.152965430199784,0.0320785255070474
"69","24","MD","1980_1989",91.2255655263599,16.4032240522593,17.9252231700504,0.676530400418177,0.196493417899074,0.0412437456357852
"70","24","MD","1990_1999",94.304991855884,16.242906973621,15.6181274460617,1.28173159061943,0.165612945176107,0.0789102340302145
"71","24","MD","2000_2009",101.355225831843,16.5885881774154,17.7626372878956,0.722419580097885,0.175251321696676,0.0435491901041601
"72","24","MD","2010_2019",110.028642767412,16.8376580162417,19.6099438759664,0.715084676779575,0.178225809050646,0.0424693669446072
"73","25","MA","1980_1989",103.924735115466,14.9291630406674,16.4368850868535,0.462890278525926,0.158161433546992,0.0310057755592194
"74","25","MA","1990_1999",98.1965515658002,14.994253469206,17.9182109062879,0.582607469740312,0.18247291397276,0.0388553835598967
"75","25","MA","2000_2009",112.155245664378,15.1709379737745,18.3871341202793,0.814761063892292,0.163943594535938,0.0537053849472422
"76","25","MA","2010_2019",105.189999128596,15.7897487449823,21.733111251083,0.839856178209065,0.206608151260787,0.0531899646899675
"77","26","MI","1980_1989",85.3562667744072,15.076718198755,13.6206697355724,0.753375128297009,0.159574337659017,0.049969437537091
"78","26","MI","1990_1999",82.0063103965008,15.2111327149659,11.3290399027042,1.23202829405081,0.138148391848484,0.0809951709144349
"79","26","MI","2000_2009",85.2600094056228,14.9329094487081,10.4348275693653,1.12190168805314,0.122388299533511,0.075129477742209
"80","26","MI","2010_2019",92.8994484749471,15.5252518261939,10.2870164011418,1.10601283228873,0.110732803800401,0.071239606588712
"81","27","MN","1980_1989",79.6358754683758,16.2828388508547,13.4080781624563,1.84582755804948,0.168367310381121,0.113360303750263
"82","27","MN","1990_1999",87.0406777485786,15.6823043604116,10.8271935234026,0.662196806369888,0.124392339345949,0.042225733613584
"83","27","MN","2000_2009",87.434248528116,15.7417744599037,15.3495474342001,1.35646391400657,0.175555319484037,0.0861696956376584
"84","27","MN","2010_2019",96.4615641334794,15.9147624733198,15.672938440598,1.06017418940097,0.162478584930578,0.0666157720656084
"85","28","MS","1980_1989",114.935213516074,18.4451742317277,20.6117836592091,0.75884165455666,0.179333931078715,0.04114038962296
"86","28","MS","1990_1999",116.13382548688,17.5345333207969,16.2715086934334,0.703117709508025,0.140109986261252,0.0400990261128928
"87","28","MS","2000_2009",123.541147476314,18.0435400334379,23.3908825183274,0.524116442010371,0.189336775610022,0.0290473178233921
"88","28","MS","2010_2019",126.513303864946,18.7443586703974,21.1112276568728,1.41268278918891,0.166869625659363,0.0753657574542646
"89","29","MO","1980_1989",99.8504454678693,17.5906436645703,14.775027108608,0.810678786104856,0.147971569274194,0.0460857943326805
"90","29","MO","1990_1999",103.096006365008,17.4549784582365,20.6306340997053,1.30169726295861,0.200110894952257,0.0745745556818129
"91","29","MO","2000_2009",104.698483592113,17.950368389853,16.504922125548,1.11661500879067,0.157642418106535,0.0622056876237634
"92","29","MO","2010_2019",112.902232662439,18.187012902588,19.6538381616075,0.989796727272146,0.174078383554819,0.0544232707467479
"93","30","MT","1980_1989",41.9889104985753,15.3778580732244,8.40290804959481,1.13493388589793,0.200122078658838,0.0738031187759534
"94","30","MT","1990_1999",45.5730202036409,15.0525688783908,12.1576806269842,0.922451801877609,0.266773643104146,0.0612820183272415
"95","30","MT","2000_2009",43.2165092720886,15.4200184338983,6.85049403060199,0.864194101650474,0.158515672505423,0.0560436490627461
"96","30","MT","2010_2019",50.2505675927295,15.3541354331555,12.317084254044,0.97354456501625,0.24511333591038,0.0634060165259446
"97","31","NE","1980_1989",75.3166357692763,17.4489091775975,11.8286123260986,0.769223806990558,0.157051788164492,0.0440843492943478
"98","31","NE","1990_1999",77.7409651539302,17.0617586824229,12.7766495760687,0.906565759018061,0.164348996063664,0.0531343676752392
"99","31","NE","2000_2009",77.444805019158,17.3899736963658,15.3676460355782,0.794519309991866,0.198433529941442,0.045688356053
"100","31","NE","2010_2019",86.1695289778728,17.8253693055592,18.588583939346,0.697430349559319,0.215721080988145,0.0391257167020833
"101","32","NV","1980_1989",17.1872273384876,16.4359038080418,5.72906700270185,0.682325241196095,0.333332822675399,0.0415143121525356
"102","32","NV","1990_1999",18.4060485308006,16.6999536564208,7.14690451598156,0.759712196172019,0.388291082902556,0.0454918745166652
"103","32","NV","2000_2009",13.3447926845683,16.9019965912933,4.40667147454186,1.00092289403372,0.330216555528634,0.059219210501399
"104","32","NV","2010_2019",15.9337141129185,17.0551873561481,5.48527625213498,1.12104494577973,0.344255972792163,0.0657304386266748
"105","33","NH","1980_1989",97.0487815987045,14.3603673138554,13.3507617337263,0.609195326007234,0.137567535767028,0.0424219877314321
"106","33","NH","1990_1999",97.8175411333848,14.8263707243283,17.4410976431986,0.733327441592277,0.178302351920866,0.0494610215289554
"107","33","NH","2000_2009",111.291071797723,14.7363978357511,22.5077483983041,1.04483198399148,0.202242174818955,0.0709014506555102
"108","33","NH","2010_2019",107.073780687988,15.8482941243875,17.6381818821761,0.734578944886631,0.164729234074339,0.0463506633030148
"109","34","NJ","1980_1989",106.985666407972,16.4449659473474,16.8462725730411,0.36707281154631,0.157462893288907,0.0223212874214263
"110","34","NJ","1990_1999",96.6067332741019,16.4670831645874,13.9980761732494,0.731633464310718,0.144897521102724,0.0444300582561035
"111","34","NJ","2000_2009",107.425360128196,16.5315817413434,17.0761346091377,0.769940738254193,0.158958132314008,0.0465739304502648
"112","34","NJ","2010_2019",113.710777146364,17.0477159582204,23.2374206354529,1.04792976237189,0.204355481675608,0.0614703908101296
"113","35","NM","1980_1989",43.3924101621708,18.2202475956929,10.4084931043972,0.790054471764265,0.239868978595507,0.0433613466345553
"114","35","NM","1990_1999",37.678145123084,18.1701057205176,6.18383241775845,1.00227308316472,0.164122527729473,0.0551605531955136
"115","35","NM","2000_2009",39.5059898988833,18.7150673595442,9.25174292283669,1.02475217756923,0.234185827174987,0.0547554629583865
"116","35","NM","2010_2019",38.2802191779148,18.9607564397926,13.6560940234323,0.802480292443309,0.356740225544764,0.042323221385786
"117","36","NY","1980_1989",91.9360963387459,14.6276591915627,9.56754358028864,0.710133091073641,0.104067324601604,0.0485472816787563
"118","36","NY","1990_1999",88.0860581598515,14.8526816801238,12.7193631861016,1.02637107168256,0.144397007333664,0.0691034180754087
"119","36","NY","2000_2009",98.3645269810145,14.4363994022264,14.9402922382352,0.645659398592103,0.151886993175079,0.0447244067307065
"120","36","NY","2010_2019",101.32944520458,15.2377898506577,13.9016634703905,1.30141354483285,0.137192732500643,0.0854069755251726
"121","37","NC","1980_1989",98.5707784766543,17.7768136397395,13.7840889974743,1.09540072685762,0.139839506296879,0.0616196326887784
"122","37","NC","1990_1999",104.529805609888,16.630999219891,11.122725830221,0.739896730133977,0.106407218164471,0.0444890123769018
"123","37","NC","2000_2009",104.676115607736,17.6659252411368,19.246612639933,0.936573335096699,0.183868235157464,0.0530158099455669
"124","37","NC","2010_2019",116.682139278583,17.4048143401815,16.5294891881517,1.16953513160981,0.141662548273022,0.0671960705096275
"125","38","ND","1980_1989",56.1446402528459,16.0275897081687,10.1248630236198,1.46731199966694,0.180335344175735,0.0915491366065542
"126","38","ND","1990_1999",67.8200980983232,15.6637005657395,14.0731207958521,0.754324845529103,0.207506641695643,0.0481575118448705
"127","38","ND","2000_2009",62.7562344942572,15.526018857774,7.71146074709372,1.1702022040238,0.122879596094941,0.0753703969281133
"128","38","ND","2010_2019",69.997999054739,15.749580213802,15.1669087957264,0.960933611180412,0.216676319331153,0.0610132840453937
"129","39","OH","1980_1989",87.8287634471398,16.2927915706402,13.7325324149247,0.718466793659496,0.156355752670817,0.0440972187328646
"130","39","OH","1990_1999",87.2547085401764,16.030796624618,14.3426929023842,1.316881896838,0.164377294272665,0.082147002901634
"131","39","OH","2000_2009",94.2860856786643,15.9339330492471,10.2421614129379,0.705076547137004,0.108628556793036,0.0442500006092544
"132","39","OH","2010_2019",101.652691435287,17.0831771087675,15.0708597917729,1.23633856815817,0.148258344948664,0.0723716999646193
"133","40","OK","1980_1989",81.1541514421801,18.7935387698905,11.8529467130068,0.736334942859296,0.146054718118169,0.0391802178331092
"134","40","OK","1990_1999",84.2932788524473,18.6698467083212,7.0834820452714,0.839665385365161,0.0840337704465241,0.0449744124032321
"135","40","OK","2000_2009",80.6476939623906,19.1413644226956,16.3630553942596,0.61512098775832,0.202895514928057,0.0321356918020422
"136","40","OK","2010_2019",81.9355490717157,19.743376659871,20.2130706729061,0.871253055741677,0.246694760722409,0.0441288777877863
"137","41","OR","1980_1989",44.4908622876488,13.1439323752474,12.8486960046881,1.03766907232041,0.288794043181651,0.0789466228747906
"138","41","OR","1990_1999",44.638333424032,13.0953754055699,9.87721475034738,0.649921158714412,0.221272032190829,0.0496298226347891
"139","41","OR","2000_2009",34.7766106751248,14.1395227242297,11.3570475177447,0.760538902137413,0.3265714311219,0.0537881594004683
"140","41","OR","2010_2019",42.8231656299174,13.6748548555035,8.65649785596104,0.814668750480489,0.202145211093721,0.0595742155283366
"141","42","PA","1980_1989",97.1946446763425,15.5230564057217,9.7113094147668,0.713851861137935,0.0999160956563542,0.045986553323018
"142","42","PA","1990_1999",92.8822663856337,15.9068559643479,16.9698798914326,1.10691472543264,0.182703120324133,0.0695872728032219
"143","42","PA","2000_2009",102.981569634322,15.712278905321,18.8790722916353,0.703359874041312,0.183324767321697,0.0447649814695636
"144","42","PA","2010_2019",111.502287362545,16.2584532443823,23.4353969263473,1.0298501659365,0.210178620373483,0.0633424441093335
"145","44","RI","1980_1989",106.821264457474,14.880529418007,22.9728873252335,0.376056693583375,0.215059121813514,0.0252717281099091
"146","44","RI","1990_1999",97.4125132983382,14.785943325225,16.0128717695791,0.624070751395338,0.164382082212966,0.0422070298572472
"147","44","RI","2000_2009",110.725684118057,14.9409183372556,17.7765518073139,0.628431777902028,0.160545874689383,0.0420611212588597
"148","44","RI","2010_2019",105.35326780314,15.5030767426935,20.6005881051979,0.664728906942952,0.195538197673104,0.0428772248228879
"149","45","SC","1980_1989",95.3693873762357,18.3585974727539,11.5090468922404,0.702236497982382,0.120678628738977,0.0382510972869565
"150","45","SC","1990_1999",105.114733289388,17.6220036842218,11.03588579214,0.603999967148788,0.104988952992512,0.0342753286159843
"151","45","SC","2000_2009",98.7019112055011,17.9814076644156,16.9621578686809,0.717542598860215,0.171852375111207,0.0399046955750966
"152","45","SC","2010_2019",111.455939209423,18.5065985673213,17.440206339604,1.05164219374951,0.156476240416711,0.0568252555932393
"153","46","SD","1980_1989",63.3533751000879,16.6324482546147,15.1853599159726,1.24248191061388,0.239692990183747,0.074702286253568
"154","46","SD","1990_1999",73.0964066658622,16.4187742002607,7.38481033386553,1.13971781620367,0.101028363372538,0.0694155241007927
"155","46","SD","2000_2009",69.4742026095057,16.6745377008257,11.7210521437193,1.26982156887351,0.16871085530265,0.0761533298047976
"156","46","SD","2010_2019",79.0944918791205,16.7529995210161,16.7167485565577,0.962221086299867,0.211351614498083,0.0574357496454763
"157","47","TN","1980_1989",109.183840020366,17.4157847225468,13.7279591096191,0.892459003675932,0.1257325178072,0.0512442601865961
"158","47","TN","1990_1999",110.296870144744,17.0577142025219,14.2834847521111,1.06585606363967,0.129500363277459,0.0624852809107382
"159","47","TN","2000_2009",111.54414075811,17.5929702396617,18.4418216961734,1.01240618439313,0.165332052143963,0.057546063603902
"160","47","TN","2010_2019",125.050501132688,17.5777646564525,18.9176852237826,0.993045222343309,0.15128036315272,0.0564943974249184
"161","48","TX","1980_1989",61.667166611017,18.9307342822419,7.70656778205743,0.669497363617869,0.124970356278387,0.0353656310228755
"162","48","TX","1990_1999",62.3308881936064,18.3504002758454,9.55333949219623,0.898408076191971,0.153268143115858,0.0489585002336187
"163","48","TX","2000_2009",64.9173351528156,18.8501885158381,11.0510821675595,0.702288309783989,0.170233145608107,0.0372563016647775
"164","48","TX","2010_2019",64.3897931336922,19.0452866981508,16.8079419852113,0.875414161081509,0.261034259736059,0.0459648717793524
"165","49","UT","1980_1989",32.68000173962,16.0022217442209,9.81148959845414,0.868189573902978,0.300229163897475,0.0542543146683067
"166","49","UT","1990_1999",31.1266024657821,16.3863243541057,6.66742779992484,0.518296874067653,0.214203519553875,0.0316298434516091
"167","49","UT","2000_2009",25.5474280854778,16.2452924739934,6.36331061891527,0.77959826620207,0.249078325913067,0.0479891800932552
"168","49","UT","2010_2019",26.646606865988,16.6523615748896,8.06916430470423,0.819509285706094,0.302821456603685,0.0492127967568185
"169","50","VT","1980_1989",93.1882436038971,14.207223341466,13.1808688016691,0.700332104353625,0.141443472823625,0.0492940870655278
"170","50","VT","1990_1999",95.1893544125674,14.7867602736298,11.1437924679645,0.783743012468658,0.117069734706523,0.0530030241895757
"171","50","VT","2000_2009",104.323214471811,14.8012822179841,15.9123358350729,1.02244406585133,0.152529194155272,0.0690780738312669
"172","50","VT","2010_2019",108.389140202414,15.6451653799671,19.8220103619686,0.758525362877752,0.182878195407322,0.0484830517578938
"173","51","VA","1980_1989",91.6183176154286,16.7284314566644,15.6941449397628,0.660558077500167,0.171299204659483,0.0394871497194084
"174","51","VA","1990_1999",93.8917933259489,16.7560001967504,13.9714335076151,1.42343337400487,0.148803564323378,0.084950665868393
"175","51","VA","2000_2009",100.50842237466,16.9194674705418,20.7024629647008,0.708084796410648,0.205977394486697,0.0418503004094828
"176","51","VA","2010_2019",109.985606021644,17.3446761974495,18.3279905771568,0.65473570768657,0.166639901711775,0.0377485114298559
"177","53","WA","1980_1989",27.9846827948183,13.5985309173467,6.52659137936374,0.993074189964432,0.233220130712799,0.0730280495739164
"178","53","WA","1990_1999",28.9476858152006,13.8044104494913,4.94759670886891,1.06028775909213,0.17091510321253,0.0768078986764116
"179","53","WA","2000_2009",22.0994560001049,14.6355622005201,4.13808601132115,0.544470823299474,0.187248320108039,0.0372019069605761
"180","53","WA","2010_2019",28.2459505445963,14.246677270133,6.24371139397522,1.01687100270977,0.221048018338675,0.0713760116431887
"181","54","WV","1980_1989",95.9915939206843,16.4234536836609,14.027276910898,0.475275680217764,0.146130263473783,0.0289388388929789
"182","54","WV","1990_1999",90.7979141107782,16.4805910560208,18.7644401044826,1.22285225914925,0.206661576846237,0.0741995390209322
"183","54","WV","2000_2009",104.700306062735,16.6609596291362,16.7799663986806,0.965709892031846,0.160266641327928,0.0579624411515312
"184","54","WV","2010_2019",110.576328945226,17.0733449139038,18.6766514624247,1.1344466861559,0.168902799003901,0.0664454851627846
"185","55","WI","1980_1989",89.5763760330824,15.9423117841084,12.9882574470368,1.05350085296245,0.144996460252421,0.0660820630802491
"186","55","WI","1990_1999",93.4469154888543,15.4122680112404,9.72355477504416,0.928739246289765,0.104054314946371,0.060259738904905
"187","55","WI","2000_2009",91.6719231437114,15.0281982093494,11.031021823077,0.701994890001873,0.120331519671339,0.046711846638085
"188","55","WI","2010_2019",106.815929284495,15.7020325618925,20.0872555671356,0.817495523408611,0.188054868798032,0.0520630383478252
"189","56","WY","1980_1989",39.2777619539435,15.6963257096597,8.52633261680569,0.567392198686212,0.217077862705201,0.0361480902716635
"190","56","WY","1990_1999",41.2409996768314,15.5909060592284,9.35788661032284,0.817028049690033,0.226907366059314,0.0524041416570801
"191","56","WY","2000_2009",34.6306673211031,15.7167657905283,6.73689979286328,1.05386591122058,0.194535662001465,0.0670536117459795
"192","56","WY","2010_2019",40.5229567779798,15.747046888022,10.546556911584,1.11612482656248,0.260261287678669,0.0708783579866937
